"","Newspaper","City","State","Year","County","Full_State","GISJOIN","STATEICP","STATEFIPS","COUNTYFIPS","VARIABLE NAME"
"1508","Phoenix Tribune","Phoenix","AZ",1931,"Maricopa","Arizona","G0250015","61","4","130",NA
"1509","The Reflector","Charlottesville","VA",1933,"Albemarle","Virginia","G4804790","40","51","30",NA
"1510","The Reflector","Charlottesville","VA",1934,"Albemarle","Virginia","G4804790","40","51","30",NA
"1511","The Reflector","Charlottesville","VA",1935,"Albemarle","Virginia","G4804790","40","51","30",NA
"1512","San Antonio Register","San Antonio","TX",1931,"Bexar","Texas","G4701010","49","48","290",NA
"1513","San Antonio Register","San Antonio","TX",1932,"Bexar","Texas","G4701010","49","48","290",NA
"1514","San Antonio Register","San Antonio","TX",1933,"Bexar","Texas","G4701010","49","48","290",NA
"1515","San Antonio Register","San Antonio","TX",1934,"Bexar","Texas","G4701010","49","48","290",NA
"1516","San Antonio Register","San Antonio","TX",1935,"Bexar","Texas","G4701010","49","48","290",NA
"1517","San Antonio Register","San Antonio","TX",1936,"Bexar","Texas","G4701010","49","48","290",NA
"1518","San Antonio Register","San Antonio","TX",1937,"Bexar","Texas","G4701010","49","48","290",NA
"1519","San Antonio Register","San Antonio","TX",1938,"Bexar","Texas","G4701010","49","48","290",NA
"1520","San Antonio Register","San Antonio","TX",1939,"Bexar","Texas","G4701010","49","48","290",NA
"1521","San Antonio Register","San Antonio","TX",1940,"Bexar","Texas","G4701010","49","48","290",NA
"1522","San Antonio Register","San Antonio","TX",1941,"Bexar","Texas","G4701010","49","48","290",NA
"1523","San Antonio Register","San Antonio","TX",1942,"Bexar","Texas","G4701010","49","48","290",NA
"1524","San Antonio Register","San Antonio","TX",1943,"Bexar","Texas","G4701010","49","48","290",NA
"1525","San Antonio Register","San Antonio","TX",1944,"Bexar","Texas","G4701010","49","48","290",NA
"1526","San Antonio Register","San Antonio","TX",1945,"Bexar","Texas","G4701010","49","48","290",NA
"1527","San Antonio Register","San Antonio","TX",1946,"Bexar","Texas","G4701010","49","48","290",NA
"1528","San Antonio Register","San Antonio","TX",1947,"Bexar","Texas","G4701010","49","48","290",NA
"1529","San Antonio Register","San Antonio","TX",1948,"Bexar","Texas","G4701010","49","48","290",NA
"1530","San Antonio Register","San Antonio","TX",1949,"Bexar","Texas","G4701010","49","48","290",NA
"1531","San Antonio Register","San Antonio","TX",1950,"Bexar","Texas","G4701010","49","48","290",NA
"1532","San Antonio Register","San Antonio","TX",1953,"Bexar","Texas","G4701010","49","48","290",NA
"1533","San Antonio Register","San Antonio","TX",1954,"Bexar","Texas","G4701010","49","48","290",NA
"1534","San Antonio Register","San Antonio","TX",1955,"Bexar","Texas","G4701010","49","48","290",NA
"1535","San Antonio Register","San Antonio","TX",1956,"Bexar","Texas","G4701010","49","48","290",NA
"1536","San Antonio Register","San Antonio","TX",1957,"Bexar","Texas","G4701010","49","48","290",NA
"1537","San Antonio Register","San Antonio","TX",1958,"Bexar","Texas","G4701010","49","48","290",NA
"1538","San Antonio Register","San Antonio","TX",1959,"Bexar","Texas","G4701010","49","48","290",NA
"1539","San Antonio Register","San Antonio","TX",1960,"Bexar","Texas","G4701010","49","48","290",NA
"1540","San Antonio Register","San Antonio","TX",1961,"Bexar","Texas","G4701010","49","48","290",NA
"1541","San Antonio Register","San Antonio","TX",1962,"Bexar","Texas","G4701010","49","48","290",NA
"1542","San Antonio Register","San Antonio","TX",1963,"Bexar","Texas","G4701010","49","48","290",NA
"1543","San Antonio Register","San Antonio","TX",1964,"Bexar","Texas","G4701010","49","48","290",NA
"1544","San Antonio Register","San Antonio","TX",1965,"Bexar","Texas","G4701010","49","48","290",NA
"1545","The Seattle Enterprise","Seattle","WA",1921,"King","Washington","G5107350","73","53","330",NA
"1546","The Southern Advocate","Mound Bayou","MS",1940,"Bolivar","Mississippi","G2700670","46","28","110",NA
"1547","The Southern Advocate","Mound Bayou","MS",1941,"Bolivar","Mississippi","G2700670","46","28","110",NA
"1548","The Southern News","Ashville","NC",1938,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1549","The Southern News","Ashville","NC",1940,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1550","The Southern News","Ashville","NC",1941,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1551","The Southern News","Ashville","NC",1942,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1552","The Southern News","Ashville","NC",1943,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1553","The Southern News","Ashville","NC",1944,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1554","The Southern News","Ashville","NC",1945,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1555","The Southern News","Ashville","NC",1946,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1556","The Southern News","Ashville","NC",1949,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1557","The Southern News","Ashville","NC",1951,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1558","The Southern News","Ashville","NC",1958,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1559","The Southern News","Ashville","NC",1962,"Buncombe","North Carolina","G3600270","47","37","210",NA
"1560","St. Louis Argus","St. Louis","MO",1915,"St Louis","Missouri","G2900730","34","29","1890",NA
"1561","St. Louis Argus","St. Louis","MO",1916,"St Louis","Missouri","G2900730","34","29","1890",NA
"1562","St. Louis Argus","St. Louis","MO",1917,"St Louis","Missouri","G2900730","34","29","1890",NA
"1563","St. Louis Argus","St. Louis","MO",1918,"St Louis","Missouri","G2900730","34","29","1890",NA
"1564","St. Louis Argus","St. Louis","MO",1919,"St Louis","Missouri","G2900730","34","29","1890",NA
"1565","St. Louis Argus","St. Louis","MO",1920,"St Louis","Missouri","G2900730","34","29","1890",NA
"1566","St. Louis Argus","St. Louis","MO",1921,"St Louis","Missouri","G2900730","34","29","1890",NA
"1567","St. Louis Argus","St. Louis","MO",1922,"St Louis","Missouri","G2900730","34","29","1890",NA
"1568","St. Louis Argus","St. Louis","MO",1923,"St Louis","Missouri","G2900730","34","29","1890",NA
"1569","St. Louis Argus","St. Louis","MO",1924,"St Louis","Missouri","G2900730","34","29","1890",NA
"1570","St. Louis Argus","St. Louis","MO",1925,"St Louis","Missouri","G2900730","34","29","1890",NA
"1571","St. Louis Argus","St. Louis","MO",1926,"St Louis","Missouri","G2900730","34","29","1890",NA
"1572","The St. Paul Echo","St. Paul","MN",1925,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1573","The St. Paul Echo","St. Paul","MN",1926,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1574","The St. Paul Echo","St. Paul","MN",1927,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1575","St. Paul Recorder","St. Paul","MN",1934,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1576","St. Paul Recorder","St. Paul","MN",1935,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1577","St. Paul Recorder","St. Paul","MN",1936,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1578","St. Paul Recorder","St. Paul","MN",1937,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1579","St. Paul Recorder","St. Paul","MN",1938,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1580","St. Paul Recorder","St. Paul","MN",1939,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1581","St. Paul Recorder","St. Paul","MN",1940,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1582","St. Paul Recorder","St. Paul","MN",1941,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1583","St. Paul Recorder","St. Paul","MN",1942,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1584","St. Paul Recorder","St. Paul","MN",1943,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1585","St. Paul Recorder","St. Paul","MN",1944,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1586","St. Paul Recorder","St. Paul","MN",1945,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1587","St. Paul Recorder","St. Paul","MN",1946,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1588","St. Paul Recorder","St. Paul","MN",1947,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1589","St. Paul Recorder","St. Paul","MN",1948,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1590","St. Paul Recorder","St. Paul","MN",1949,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1591","St. Paul Recorder","St. Paul","MN",1950,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1592","St. Paul Recorder","St. Paul","MN",1951,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1593","St. Paul Recorder","St. Paul","MN",1952,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1594","St. Paul Recorder","St. Paul","MN",1953,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1595","St. Paul Recorder","St. Paul","MN",1954,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1596","St. Paul Recorder","St. Paul","MN",1955,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1597","St. Paul Recorder","St. Paul","MN",1956,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1598","St. Paul Recorder","St. Paul","MN",1957,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1599","St. Paul Recorder","St. Paul","MN",1958,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1600","St. Paul Recorder","St. Paul","MN",1959,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1601","St. Paul Recorder","St. Paul","MN",1960,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1602","St. Paul Recorder","St. Paul","MN",1961,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1603","St. Paul Recorder","St. Paul","MN",1962,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1604","St. Paul Recorder","St. Paul","MN",1963,"Ramsey","Minnesota","G2700050","33","27","1230",NA
"1605","Sunday Chicago Bee","Chicago","IL",1938,"Cook","Illinois","G1600030","21","17","310",NA
"1606","Sunday Chicago Bee","Chicago","IL",1939,"Cook","Illinois","G1600030","21","17","310",NA
"1607","Sunday Chicago Bee","Chicago","IL",1940,"Cook","Illinois","G1600030","21","17","310",NA
"1608","Sunday Chicago Bee","Chicago","IL",1941,"Cook","Illinois","G1600030","21","17","310",NA
"1609","Sunday Chicago Bee","Chicago","IL",1942,"Cook","Illinois","G1600030","21","17","310",NA
"1610","Sunday Chicago Bee","Chicago","IL",1943,"Cook","Illinois","G1600030","21","17","310",NA
"1611","Sunday Chicago Bee","Chicago","IL",1946,"Cook","Illinois","G1600030","21","17","310",NA
"1612","The Tribune Independent of Michigan","Detroit","MI",1933,"Wayne","Michigan","G2600450","23","26","1630",NA
"1613","The Tribune Independent of Michigan","Detroit","MI",1934,"Wayne","Michigan","G2600450","23","26","1630",NA
"1614","The Tribune Independent of Michigan","Detroit","MI",1935,"Wayne","Michigan","G2600450","23","26","1630",NA
"1615","The Voice of the People","Laurel","MS",1926,"Jones","Mississippi","G2701230","46","28","670",NA
"1616","Washington Afro American","Washington","DC",1916,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1617","Washington Afro American","Washington","DC",1917,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1618","Washington Afro American","Washington","DC",1918,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1619","Washington Afro American","Washington","DC",1919,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1620","Washington Afro American","Washington","DC",1920,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1621","Washington Afro American","Washington","DC",1921,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1622","Washington Afro American","Washington","DC",1922,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1623","Washington Afro American","Washington","DC",1923,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1624","Washington Afro American","Washington","DC",1924,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1625","Washington Afro American","Washington","DC",1925,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1626","Washington Afro American","Washington","DC",1926,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1627","Washington Afro American","Washington","DC",1927,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1628","Washington Afro American","Washington","DC",1928,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1629","Washington Afro American","Washington","DC",1929,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1630","Washington Afro American","Washington","DC",1930,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1631","Washington Afro American","Washington","DC",1931,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1632","Washington Afro American","Washington","DC",1932,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1633","Washington Afro American","Washington","DC",1933,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1634","Washington Afro American","Washington","DC",1934,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1635","Washington Afro American","Washington","DC",1935,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1636","Washington Afro American","Washington","DC",1936,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1637","Washington Afro American","Washington","DC",1937,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1638","Washington Afro American","Washington","DC",1938,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1639","Washington Afro American","Washington","DC",1939,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1640","Washington Afro American","Washington","DC",1940,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1641","Washington Afro American","Washington","DC",1941,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1642","Washington Afro American","Washington","DC",1942,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1643","Washington Afro American","Washington","DC",1943,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1644","Washington Afro American","Washington","DC",1944,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1645","Washington Afro American","Washington","DC",1945,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1646","Washington Afro American","Washington","DC",1946,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1647","Washington Afro American","Washington","DC",1947,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1648","Washington Afro American","Washington","DC",1948,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1649","Washington Afro American","Washington","DC",1949,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1650","Washington Afro American","Washington","DC",1950,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1651","Washington Afro American","Washington","DC",1951,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1652","Washington Afro American","Washington","DC",1952,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1653","Washington Afro American","Washington","DC",1953,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1654","Washington Afro American","Washington","DC",1954,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1655","Washington Afro American","Washington","DC",1955,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1656","Washington Afro American","Washington","DC",1956,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1657","Washington Afro American","Washington","DC",1957,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1658","Washington Afro American","Washington","DC",1958,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1659","Washington Afro American","Washington","DC",1959,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1660","Washington Afro American","Washington","DC",1960,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1661","Washington Afro American","Washington","DC",1961,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1662","Washington Afro American","Washington","DC",1962,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1663","Washington Afro American","Washington","DC",1963,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1664","Washington Afro American","Washington","DC",1964,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1665","Washington Afro American","Washington","DC",1965,"District Of Columbia","District of Columbia",NA,NA,NA,NA,NA
"1666","The Weekly Echo","Meridian","MS",1933,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1667","The Weekly Echo","Meridian","MS",1940,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1668","The Weekly Echo","Meridian","MS",1941,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1669","The Weekly Echo","Meridian","MS",1942,"Lauderdale","Mississippi","G2701310","46","28","750",NA
"1670","The Weekly Review","Lincoln","NE",1933,"Lancaster","Nebraska","G3001050","35","31","1090",NA
"1671","The Wisconsin Weekly Blade","Madison","WI",1916,"Dane","Wisconsin","G5400170","25","55","250",NA
"1672","The Wisconsin Weekly Blade","Madison","WI",1917,"Dane","Wisconsin","G5400170","25","55","250",NA
"1673","The Wisconsin Weekly Blade","Madison","WI",1918,"Dane","Wisconsin","G5400170","25","55","250",NA
"1674","The Wisconsin Weekly Blade","Madison","WI",1919,"Dane","Wisconsin","G5400170","25","55","250",NA
"1675","The Wisconsin Weekly Blade","Madison","WI",1920,"Dane","Wisconsin","G5400170","25","55","250",NA
"1676","The Wisconsin Weekly Blade","Madison","WI",1922,"Dane","Wisconsin","G5400170","25","55","250",NA
"1677","Arizona Tribune","Phoenix","AZ",1958,"Maricopa","Arizona","G0250015","61","4","130",NA
"1678","Arizona Tribune","Phoenix","AZ",1959,"Maricopa","Arizona","G0250015","61","4","130",NA
"1679","Arizona Tribune","Phoenix","AZ",1960,"Maricopa","Arizona","G0250015","61","4","130",NA
"1680","Arizona Tribune","Phoenix","AZ",1961,"Maricopa","Arizona","G0250015","61","4","130",NA
"1681","Arizona Tribune","Phoenix","AZ",1962,"Maricopa","Arizona","G0250015","61","4","130",NA
"1682","Arizona Tribune","Phoenix","AZ",1963,"Maricopa","Arizona","G0250015","61","4","130",NA
"1683","The Baltimore Afro-American","Baltimore","MD",1934,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1684","The Baltimore Afro-American","Baltimore","MD",1935,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1685","The Baltimore Afro-American","Baltimore","MD",1936,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1686","The Baltimore Afro-American","Baltimore","MD",1937,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1687","The Baltimore Afro-American","Baltimore","MD",1938,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1688","The Baltimore Afro-American","Baltimore","MD",1939,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1689","The Baltimore Afro-American","Baltimore","MD",1940,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1690","The Baltimore Afro-American","Baltimore","MD",1941,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1691","The Baltimore Afro-American","Baltimore","MD",1942,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1692","The Baltimore Afro-American","Baltimore","MD",1943,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1693","The Baltimore Afro-American","Baltimore","MD",1944,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1694","The Baltimore Afro-American","Baltimore","MD",1945,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1695","The Baltimore Afro-American","Baltimore","MD",1946,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1696","The Baltimore Afro-American","Baltimore","MD",1947,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1697","The Baltimore Afro-American","Baltimore","MD",1948,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1698","The Baltimore Afro-American","Baltimore","MD",1949,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1699","The Baltimore Afro-American","Baltimore","MD",1950,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1700","The Baltimore Afro-American","Baltimore","MD",1951,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1701","The Baltimore Afro-American","Baltimore","MD",1952,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1702","The Baltimore Afro-American","Baltimore","MD",1953,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1703","The Baltimore Afro-American","Baltimore","MD",1954,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1704","The Baltimore Afro-American","Baltimore","MD",1955,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1705","The Baltimore Afro-American","Baltimore","MD",1956,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1706","The Baltimore Afro-American","Baltimore","MD",1957,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1707","The Baltimore Afro-American","Baltimore","MD",1958,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1708","The Baltimore Afro-American","Baltimore","MD",1959,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1709","The Baltimore Afro-American","Baltimore","MD",1960,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1710","The Baltimore Afro-American","Baltimore","MD",1961,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1711","The Baltimore Afro-American","Baltimore","MD",1962,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1712","The Baltimore Afro-American","Baltimore","MD",1963,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1713","The Baltimore Afro-American","Baltimore","MD",1964,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1714","The Baltimore Afro-American","Baltimore","MD",1965,"Baltimore City","Maryland","G2200890","52","24","5100",NA
"1715","The Buffalo Criterion","Buffalo","NY",1952,"Erie","New York","G3400190","13","36","290",NA
"1716","The Buffalo Criterion","Buffalo","NY",1953,"Erie","New York","G3400190","13","36","290",NA
"1717","The Buffalo Criterion","Buffalo","NY",1954,"Erie","New York","G3400190","13","36","290",NA
"1718","The Buffalo Criterion","Buffalo","NY",1955,"Erie","New York","G3400190","13","36","290",NA
"1719","The Buffalo Criterion","Buffalo","NY",1956,"Erie","New York","G3400190","13","36","290",NA
"1720","The Buffalo Criterion","Buffalo","NY",1957,"Erie","New York","G3400190","13","36","290",NA
"1721","The Buffalo Criterion","Buffalo","NY",1958,"Erie","New York","G3400190","13","36","290",NA
"1722","The Buffalo Criterion","Buffalo","NY",1959,"Erie","New York","G3400190","13","36","290",NA
"1723","The Buffalo Criterion","Buffalo","NY",1960,"Erie","New York","G3400190","13","36","290",NA
"1724","The Buffalo Criterion","Buffalo","NY",1961,"Erie","New York","G3400190","13","36","290",NA
"1725","The Buffalo Criterion","Buffalo","NY",1962,"Erie","New York","G3400190","13","36","290",NA
"1726","The Buffalo Criterion","Buffalo","NY",1963,"Erie","New York","G3400190","13","36","290",NA
"1727","The Buffalo Criterion","Buffalo","NY",1964,"Erie","New York","G3400190","13","36","290",NA
"1728","The Buffalo Criterion","Buffalo","NY",1965,"Erie","New York","G3400190","13","36","290",NA
"1729","The Carolina News","Forest City","NC",1952,"Rutherford","North Carolina","G3700430","47","37","1610",NA
"1730","Columbus Challenger","Columbus","OH",1964,"Franklin","Ohio","G3800370","24","39","490",NA
"1731","Columbus Challenger","Columbus","OH",1965,"Franklin","Ohio","G3800370","24","39","490",NA
"1732","The Community Citizen","New Albany","MS",1955,"Union","Mississippi","G2800270","46","28","1450",NA
"1733","The Community Citizen","New Albany","MS",1956,"Union","Mississippi","G2800270","46","28","1450",NA
"1734","The Community Citizen","New Albany","MS",1958,"Union","Mississippi","G2800270","46","28","1450",NA
"1735","The Community Citizen","New Albany","MS",1959,"Union","Mississippi","G2800270","46","28","1450",NA
"1736","Connecticut Chronicle","Hartford","CT",1948,"Hartford","Connecticut","G0800140","1","9","30",NA
"1737","The Daily Express","Dayton","OH",1950,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1738","The Daily Express","Dayton","OH",1951,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1739","The Daily Express","Dayton","OH",1952,"Montgomery","Ohio","G3801010","24","39","1130",NA
"1740","Florida Sentinel Bulletin","Tampa","FL",1962,"Hillsborough","Florida","G0800910","43","12","570",NA
"1741","Florida Star","Jacksonville","FL",1956,"Duval","Florida","G0800650","43","12","310",NA
"1742","Florida Star","Jacksonville","FL",1957,"Duval","Florida","G0800650","43","12","310",NA
"1743","Florida Star","Jacksonville","FL",1958,"Duval","Florida","G0800650","43","12","310",NA
"1744","Florida Star","Jacksonville","FL",1959,"Duval","Florida","G0800650","43","12","310",NA
"1745","Florida Star","Jacksonville","FL",1960,"Duval","Florida","G0800650","43","12","310",NA
"1746","Florida Star","Jacksonville","FL",1961,"Duval","Florida","G0800650","43","12","310",NA
"1747","Florida Star","Jacksonville","FL",1962,"Duval","Florida","G0800650","43","12","310",NA
"1748","Florida Star","Jacksonville","FL",1963,"Duval","Florida","G0800650","43","12","310",NA
"1749","Florida Star","Jacksonville","FL",1965,"Duval","Florida","G0800650","43","12","310",NA
"1750","Hartford Chronicle","Hartford","CT",1946,"Hartford","Connecticut","G0800140","1","9","30",NA
"1751","Hartford Chronicle","Hartford","CT",1947,"Hartford","Connecticut","G0800140","1","9","30",NA
"1752","The Illinois Times","Champaign","IL",1949,"Champaign","Illinois","G1550015","21","17","190",NA
"1753","The Illinois Times","Champaign","IL",1950,"Champaign","Illinois","G1550015","21","17","190",NA
"1754","The Illinois Times","Champaign","IL",1951,"Champaign","Illinois","G1550015","21","17","190",NA
"1755","The Illinois Times","Champaign","IL",1952,"Champaign","Illinois","G1550015","21","17","190",NA
"1756","The Illinois Times","Champaign","IL",1953,"Champaign","Illinois","G1550015","21","17","190",NA
"1757","The Illinois Times","Champaign","IL",1954,"Champaign","Illinois","G1550015","21","17","190",NA
"1758","The Illinois Times","Champaign","IL",1960,"Champaign","Illinois","G1550015","21","17","190",NA
"1759","The Illinois Times","Champaign","IL",1961,"Champaign","Illinois","G1550015","21","17","190",NA
"1760","The Illinois Times","Champaign","IL",1962,"Champaign","Illinois","G1550015","21","17","190",NA
"1761","The Illinois Times","Champaign","IL",1963,"Champaign","Illinois","G1550015","21","17","190",NA
"1762","The Miami Times","Miami","FL",1958,"Dade","Florida","G0800590","43","12","250",NA
"1763","The Miami Times","Miami","FL",1958,"Miami-Dade County","Florida","G0801190",NA,"12","86",NA
"1764","The Miami Times","Miami","FL",1959,"Dade","Florida","G0800590","43","12","250",NA
"1765","The Miami Times","Miami","FL",1959,"Miami-Dade County","Florida","G0801190",NA,"12","86",NA
"1766","The Miami Times","Miami","FL",1960,"Dade","Florida","G0800590","43","12","250",NA
"1767","The Miami Times","Miami","FL",1960,"Miami-Dade County","Florida","G0801190",NA,"12","86",NA
"1768","The Miami Times","Miami","FL",1961,"Dade","Florida","G0800590","43","12","250",NA
"1769","The Miami Times","Miami","FL",1961,"Miami-Dade County","Florida","G0801190",NA,"12","86",NA
"1770","The Miami Times","Miami","FL",1962,"Dade","Florida","G0800590","43","12","250",NA
"1771","The Miami Times","Miami","FL",1962,"Miami-Dade County","Florida","G0801190",NA,"12","86",NA
"1772","The Miami Times","Miami","FL",1963,"Dade","Florida","G0800590","43","12","250",NA
"1773","The Miami Times","Miami","FL",1963,"Miami-Dade County","Florida","G0801190",NA,"12","86",NA
"1774","The Miami Times","Miami","FL",1964,"Dade","Florida","G0800590","43","12","250",NA
"1775","The Miami Times","Miami","FL",1964,"Miami-Dade County","Florida","G0801190",NA,"12","86",NA
"1776","The Miami Times","Miami","FL",1965,"Dade","Florida","G0800590","43","12","250",NA
"1777","The Miami Times","Miami","FL",1965,"Miami-Dade County","Florida","G0801190",NA,"12","86",NA
"1778","New England Bulletin","Hartford","CT",1949,"Hartford","Connecticut","G0800140","1","9","30",NA
